id	title	created	sumVotesIncremented	spinoffCount
4543353553158144	Moving focus and directrix of a parabola	2014-06-17T14:11:21Z	4	3
4544648025079808	Ripple effect	2015-10-28T16:00:47Z	4	1
4618736630497280	3D Ray tracing dev	2015-06-11T09:37:15Z	4	4
4631563165761536	Convert scribble to ellipse	2014-01-03T17:47:15Z	4	1
4814336265814016	Quadrilateral test	2014-12-11T17:12:21Z	4	2
4833446368247808	Mass-spring system	2015-08-30T10:31:21Z	4	1
4919634322128896	Space Trader	2015-09-05T11:15:19Z	4	2
4936435717242880	3D Ray tracing- fix rotate	2015-06-11T14:17:53Z	4	2
4944567804887040	Explosion of combinations	2015-01-16T11:01:36Z	4	4
4966647836442624	Interactive: Computing the touching point	2015-08-25T14:01:11Z	4	4
5034397122822144	deCasteljau with varying degrees	2015-10-24T19:58:18Z	4	1
5212239116500992	Flat scale texture	2016-02-11T11:33:51Z	4	0
5227940728406016	JavaScript FAQs	2016-01-13T12:51:21Z	4	1
5310569092481024	Spin-off of "mason's bug killer game"	2014-04-07T16:37:18Z	4	1
5422426793705472	Animation master copy	2015-05-08T12:55:54Z	4	3
5500460500910080	Pool ball	2015-04-29T20:23:06Z	4	2
5545167588425728	RGB	2015-04-07T20:49:16Z	4	1
5557347911335936	Voronoi map	2016-05-10T17:05:40Z	4	1
5569018085769216	Single pole double throw switch	2014-01-05T13:46:14Z	4	2
5595331621945344	3D Haem B molecule with atom information	2016-01-02T12:14:56Z	4	2
5693288246673408	Line-line intersection	2016-04-26T10:08:05Z	4	6
5763409602543616	Focal length test	2016-08-04T11:26:24Z	4	1
5774412088082432	Table of combinations	2015-08-23T22:38:17Z	4	0
5813585745281024	Subdivision 2	2014-08-14T13:57:47Z	4	2
5815037254696960	Cubic interpolation	2015-05-07T16:49:11Z	4	2
5845638817382400	Mass-spring system with interface	2015-11-03T10:50:28Z	4	3
5918007017472000	Composing scenes	2016-08-02T13:29:05Z	4	2
6026471955890176	RGB cube	2016-08-17T15:56:20Z	4	1
6038372042801152	Image test alpha	2015-06-18T11:15:29Z	4	0
6091348160413696	Character creator	2016-08-12T09:43:38Z	4	0
6107084888604672	Draw a cylinder	2016-02-25T10:45:16Z	4	1
6131803379204096	Distance between Earth and Mars	2014-12-03T18:44:43Z	4	12
6165407474647040	Spin-off of "Interactive: 3D torus"	2015-03-19T21:34:47Z	4	3
6201388103892992	Ray tracing example	2016-04-29T20:39:34Z	4	3
6208504153636864	Spin-off of "Interactive: Subdivision in 3D"	2016-03-15T10:37:12Z	4	2
6227402002923520	Hex	2015-05-03T19:03:09Z	4	5
6302938667941888	Draggable rect	2014-08-08T11:38:25Z	4	2
6309363072892928	Create a shape	2014-08-12T16:37:32Z	4	1
6336879139225600	Graph	2014-10-20T21:17:07Z	4	1
6352183030972416	Animation with cubic interpolation (2 avars)	2015-03-16T16:47:52Z	4	2
6400958104207360	Interactive Voronoi diagram	2016-01-27T22:36:48Z	4	4
6473310732025856	Shapes with HTML and CSS	2014-11-23T10:13:46Z	4	0
6500474647871488	3D Ray tracing exercise	2015-06-17T19:09:30Z	4	4
6563227808432128	Spin-off of "Building snake bots"	2015-11-18T23:00:46Z	4	16
6632222667964416	Casting challenge	2015-08-25T19:01:27Z	4	4
6683012481810432	Arranging a scene	2015-05-20T12:39:28Z	4	0
1154784881	Bernoulli's equation of total energy	2012-12-18T20:11:31Z	5	5
1070785699	Test ordering	2012-10-04T23:24:42Z	3	2
1165203747	Population variance	2012-11-22T23:45:53Z	3	2
1165665289	Population variance 2	2012-11-26T00:02:42Z	3	1
1168681853	3D NADH molecule	2012-11-24T14:33:47Z	3	4
1321502175	Conditional Probability Visualisation	2013-01-27T19:20:07Z	3	2
1605177380	Bezier beat	2013-05-02T14:57:50Z	3	3
1740954510	3D Vitamin C molecule	2013-06-19T16:52:14Z	3	1
1891114079	Superformula	2013-08-25T17:06:40Z	3	0
3048593042	Raytrace a cylinder	2016-03-11T12:59:04Z	3	1
3080354215	Caesar cipher with graph	2016-03-04T16:46:48Z	3	1
3083259125	Caesar cipher	2016-03-04T11:09:36Z	3	2
3475302433	1D fractal noise 2	2016-03-17T09:51:09Z	3	1
3660523775	Raytrace cylinder 2	2016-04-29T12:55:54Z	3	1
3860138350	Tile test	2016-06-09T22:06:43Z	3	1
3992261013	Interactive lens with aperture diagram	2016-08-01T14:33:15Z	3	2
5685844109	Metaballs	2016-06-01T15:39:19Z	3	3
5851453999	Interativo: subdivisão em 3D/Interactivo: subdivisión en 3D	2016-06-10T21:12:16Z	3	7
5949571815	Desafio de design: modelagem da grama	2016-06-01T22:12:17Z	3	0
4666297643827200	Fortune's Algorithm	2016-05-24T10:25:35Z	3	2
4685582325252096	Spin-off of "Lazer Additions "	2014-03-28T22:03:57Z	3	2
4764233522741248	Spin-off of "Escape™"	2015-08-25T21:49:54Z	3	3
4776501005516800	Simple ray-tracing - floor	2014-12-05T16:47:41Z	3	2
4812105319579648	Parabolic curve matching	2016-06-15T11:38:34Z	3	2
4866568233287680	Path finding test	2015-08-15T20:17:49Z	3	0
4899266453569536	Interactive: Focus and directrix	2014-11-02T14:25:44Z	3	4
4916004071800832	Generic PiaB GUI	2016-04-13T14:36:04Z	3	5
4976195068887040	Fraction game 2	2016-02-28T23:02:03Z	3	1
5004691424542720	Coloured cube	2015-07-19T11:49:11Z	3	3
5018775083810816	Overlap test	2016-04-27T08:19:58Z	3	3
5024423806631936	Tree of combinations	2015-08-26T19:17:09Z	3	5
5076559557951488	Shape nodes	2015-06-11T13:53:52Z	3	1
5078569327788032	Convert scribble to shape	2014-01-03T18:13:11Z	3	2
5080543382994944	Multiple Transformations #2	2015-03-09T13:10:24Z	3	1
5104617450110976	Animation 1	2014-11-24T09:48:09Z	3	2
5193998731313152	Interactive: Weighted averages on a line segment	2015-01-13T12:34:58Z	3	1
5232539302232064	Subdivided curve	2016-01-20T11:55:10Z	3	1
5246481382637568	Arranging a scene - scaling	2015-07-30T12:27:11Z	3	0
5253403185250304	Interactive: Weighted average of three points	2015-06-11T14:56:25Z	3	6
5291422344806400	Predicting protein charge	2014-08-17T13:42:30Z	3	0
5420968690057216	Ray tracing question	2015-04-10T16:40:43Z	3	0
5437862162989056	3D arc	2014-03-28T18:25:09Z	3	4
5505087661539328	Line-line intersection	2016-07-29T13:39:50Z	3	0
5516104824389632	Line-bezier intersection	2015-12-03T12:09:55Z	3	1
5547314778865664	1D fractal noise interactive	2015-12-15T13:55:04Z	3	3
5550898172657664	Spin-off of "Subdivision 3D (Torus)"	2014-09-19T12:52:07Z	3	1
5566100704722944	Spin-off of "Riskards (HUGE WIP)"	2015-10-25T17:05:57Z	3	0
5566975112904704	Combinations 1	2014-11-17T22:02:41Z	3	6
5579305257140224	Animation with rigging	2015-10-01T14:45:43Z	3	0
5608147604733952	Group transformations	2014-11-20T16:43:22Z	3	0
5624314652655616	Spin-off of "Squash and stretch animation with Bezier curves"	2016-01-05T10:16:40Z	3	1
5662543203401728	Translating with integers	2015-10-24T15:45:43Z	3	2
5679852685885440	Create a shape 2	2014-09-19T15:35:29Z	3	1
5721633590870016	Projecting a point onto a line	2014-08-13T15:08:57Z	3	1
5744530725928960	Lighting a sphere - tennis ball	2016-06-01T22:13:46Z	3	5
5746702332723200	Parabolic interpolation	2015-02-10T19:06:30Z	3	8
5755795460456448	Tree test	2015-11-21T11:28:09Z	3	1
5766398229610496	Ray tracing example 2	2015-04-13T20:04:55Z	3	1
5957485025034240	Tree of combinations	2015-08-12T10:20:23Z	3	1
5962977853964288	Spin-off of "Riskards" AI test	2015-10-20T20:27:10Z	3	1
5974906545766400	Spin-off of "Noise effects"	2015-12-10T20:30:16Z	3	0
5976087442620416	Rigging a snowman 3 (adding a hat)	2016-01-15T16:01:13Z	3	0
5994484161183744	Array transformations	2015-11-26T13:17:14Z	3	0
6020837758074880	Mass-spring system 2	2015-11-02T17:06:34Z	3	2
6027010411986944	Interactive: Split and average	2015-11-02T11:37:28Z	3	12
6074653782179840	Spin-off of "Chicken simulator"	2015-08-12T21:19:51Z	3	1
6092406066118656	Camera test 2	2016-02-16T15:41:35Z	3	1
6137098906894336	Triangle - triangle intersection	2015-01-20T21:52:43Z	3	1
6160517784272896	Spin-off of "Marble-effect tiles"	2015-12-15T13:25:51Z	3	2
6178327731109888	Interactive: Subdivide with strings	2015-09-02T12:31:39Z	3	2
6186227381436416	Basic Neural Network	2015-07-24T11:25:01Z	3	1
6288927603818496	Subdivision	2014-09-19T16:17:51Z	3	3
6346499486646272	Spin-off of "Moveable Quad"	2014-08-25T16:11:51Z	3	0
6356542825431040	Bouncing ball	2015-03-06T00:19:39Z	3	1
6433312433504256	Spin-off of "Petri Dish"	2014-11-03T23:22:21Z	3	2
6512898613837824	Genesis effect	2016-07-11T13:49:07Z	3	4
6532620782534656	Test 3D shape	2015-08-31T20:04:41Z	3	0
6581501373448192	Multiple transformations	2015-03-04T21:59:09Z	3	0
6670882719268864	Arranging a scene - translation 2	2015-08-28T20:24:24Z	3	0
6674052302897152	Point in polygon test	2016-04-07T15:41:25Z	3	0
6693186401075200	An introduction to Bayesian statistics	2015-12-11T20:51:08Z	3	2
6728951966072832	Voronoi with edge colors	2016-04-07T11:37:28Z	3	1
6736031767986176	xor colours dist	2015-12-15T13:02:50Z	3	1
6750292743946240	Subdivision 3D (Tetrahedron)	2015-06-11T13:47:46Z	3	1
5845611803	Animação com curvas de Bézier	2016-06-15T18:10:14Z	4	0
5852288976	Interativo: divisão e média/Interactivo: división y promedia	2016-06-10T21:59:31Z	4	11
1038273209	Bernoulli Distribution	2012-09-15T22:18:56Z	2	2
1168777974	Interactive distribution	2012-11-25T20:11:01Z	2	1
1245763433	Collision prediction	2014-02-01T18:42:35Z	2	0
1370540395	Graph drawer	2013-02-15T18:37:26Z	2	1
1537847495	Magnetic field	2013-04-11T16:55:20Z	2	1
1554751301	3D Alanine molecule	2013-04-16T14:01:00Z	2	1
1717748160	3D Penicillin G molecule with text	2013-06-09T21:40:46Z	2	0
1845740105	Spin-off of "babbage"	2013-07-30T17:19:58Z	2	0
1922084720	Properties of an elliptic orbit 2	2014-02-03T16:53:50Z	2	2
1979432907	Elliptic orbit with the correct speed	2013-09-23T16:01:22Z	2	2
2181633439	Stars	2013-10-08T09:53:49Z	2	2
2182265551	Geocentric orbits	2013-10-08T10:48:05Z	2	2
2233543429	Ellipse foci	2013-10-16T17:27:36Z	2	0
2288781745	Graph	2013-10-25T10:03:26Z	2	1
2387446298	Circle Mist	2013-11-01T17:02:30Z	2	1
2523786745	Spin-off of "KP27"	2013-11-13T13:40:50Z	2	0
2553167921	Circular orbit	2013-12-13T17:09:10Z	2	0
2882130359	Voronoi with color pickers	2016-03-27T21:33:09Z	2	0
3088181650	Per-pixel Voronoi diagram	2016-03-19T15:02:38Z	2	0
3169570985	Draw SVG	2016-03-06T10:45:42Z	2	0
3292837384	2D noise - adding octaves	2016-03-23T16:04:04Z	2	1
3335128842	1D noise with subdivision - clamps	2016-03-16T14:32:47Z	2	1
3337994497	1D fractal noise	2016-03-16T13:57:24Z	2	1
3413029615	Subdivision test	2016-04-10T15:28:13Z	2	0
3708577968	Liquid text	2016-03-23T10:59:08Z	2	2
4073478758	Hex grid	2016-04-06T15:42:24Z	2	1
4316074135	Cell test	2016-04-11T15:00:39Z	2	1
4332521634	Subdivision grid with controllable curve	2016-04-10T15:30:21Z	2	0
4699437058	Elliptical lens test	2016-04-21T09:22:53Z	2	1
4742938805	Spherical lens test	2016-07-19T17:27:00Z	2	0
4852210854	1D noise exercise with colour slider	2016-05-10T10:14:50Z	2	0
5284220474	Draggable shapes	2016-05-07T16:45:05Z	2	3
5850824347	Interativo: subdivisão ponderada	2016-06-10T19:59:51Z	2	1
5884456643	Metaball contours	2016-06-10T16:12:05Z	2	3
5915095874	Construção de robôs em formato de cobra	2016-06-01T22:12:39Z	2	0
5915152789	Árvore de combinações	2016-06-01T10:38:18Z	2	0
5921413864	Desafio de combinação	2016-06-01T20:23:52Z	2	0
5959451503	Smoothed particle hydrodynamics small	2016-07-23T20:52:44Z	2	1
6019232044	Metaball contours x3	2016-06-23T10:56:14Z	2	1
6174905024	Outline shape	2016-06-13T13:20:27Z	2	0
4511833709477888	Exercise: drop deformers to match a pose	2016-01-19T10:11:31Z	2	0
4519785895690240	Draw a polygon	2016-01-28T09:31:23Z	2	0
4587733280751616	Bounded circle	2016-01-19T12:00:00Z	2	2
4589285076893696	Spin-off of "Curiosity landing simulation"	2014-06-05T12:22:06Z	2	1
4599801824280576	Cylinder	2016-01-30T17:48:40Z	2	1
4635120537567232	Arranging a scene - translation	2015-07-30T12:27:27Z	2	-1
4640069153587200	Graph	2015-07-22T15:20:16Z	2	1
4660724375879680	Arranging a scene - new catalogue	2015-08-13T14:59:48Z	2	1
4670145008631808	Spin-off of "Casting challenge"	2015-10-14T10:33:22Z	2	4
4673552459366400	Closure example	2016-08-19T11:10:54Z	2	1
4688206696153088	Spin-off of "Cubic interpolation"	2015-05-06T15:11:06Z	2	0
4740252363259904	Weighted average of a line	2015-07-20T10:42:03Z	2	2
4797073953652736	Jointed shape	2014-09-18T17:15:05Z	2	0
4848147181993984	Test refraction	2015-12-03T12:09:43Z	2	0
4860984715902976	Spin-off of "cells"	2014-01-02T17:03:51Z	2	0
4867855927869440	Interface test	2016-02-28T22:16:08Z	2	0
4945416198946816	HSL circle	2016-08-18T17:41:58Z	2	2
4967701970812928	Lighting a sphere - pool ball	2015-08-26T14:50:41Z	2	1
5008924287827968	Weighted average of three points - for exercise	2015-06-18T13:54:45Z	2	1
5009801308667904	Blur test	2016-04-05T12:21:25Z	2	1
5027469936164864	Spin-off of "Heist"	2015-11-08T10:47:07Z	2	0
5035543806738432	2D noise interactive	2015-12-17T14:29:38Z	2	0
5041064831614976	Building a scene 1 (text boxes)	2014-11-17T23:29:52Z	2	1
5057653920497664	String art construction	2015-08-27T14:18:30Z	2	2
5075788585500672	Focus and directrix of a parabola	2014-07-24T15:43:12Z	2	0
5107566131544064	Spin-off of "Aperture Science Cake"	2014-05-10T20:37:21Z	2	0
5124973097254912	Final interactive	2016-01-07T11:14:09Z	2	2
5152235221417984	3D object test	2015-02-09T15:34:02Z	2	0
5172760914821120	Graphs	2016-07-13T15:02:35Z	2	0
5176867971268608	Distribute points 2	2016-01-13T14:06:46Z	2	1
5188067492757504	Truncated circle	2016-01-10T17:13:17Z	2	1
5327288865521664	Building snake bots	2016-06-01T10:39:55Z	2	2
5359161214107648	Genesis effect separate explosions	2016-07-11T13:50:48Z	2	0
5477661334700032	Camera simulation for exercise	2016-08-05T14:04:35Z	2	0
5479858587697152	Rigging Project	2016-01-13T15:37:04Z	2	5
5491233922875392	d3 test	2016-07-20T10:11:10Z	2	0
5513414466076672	Azimuth and Altitude	2014-01-29T21:47:16Z	2	7
5548727999660032	Spin-off of "Log-in"	2014-02-19T14:16:39Z	2	3
5556193407795200	Using buttons to change pages	2014-02-20T22:11:23Z	2	0
5588673587707904	Pinhole camera	2016-08-05T13:49:29Z	2	1
5606581686108160	Scale Color 	2016-08-12T15:06:35Z	2	0
5632718209155072	Drawing a circle with beziers	2016-01-21T12:43:00Z	2	1
5681915962720256	Spin-off of "INTERACT: Exploring orbits"	2015-11-24T09:46:44Z	2	2
5714270510383104	Lighting a sphere	2015-08-05T13:09:47Z	2	1
5723346072502272	Combinations with tree	2014-11-17T22:13:06Z	2	0
5729806354874368	Mass-spring test	2015-11-05T15:43:48Z	2	0
5748182841688064	Generic PiaB program	2015-08-30T19:55:38Z	2	0
5766019343843328	Animation with cubic interpolation (3 avars) dev	2015-05-08T10:08:22Z	2	0
5779624758476800	Spin-off of "Rigging Project"	2016-01-19T09:53:54Z	2	0
5792832073760768	Small angle approximation	2013-08-28T17:31:00Z	2	2
5850271717130240	RETIRED: Rigging a snowman 1 (building the body)	2015-11-12T12:01:04Z	2	0
5856014274396160	Building with line segments	2014-02-11T20:08:56Z	2	1
5884177278435328	Distance from points 2	2016-02-02T14:44:08Z	2	1
5897068346343424	Estimating tau -- animated!	2013-08-08T09:14:44Z	2	0
5904135987789824	Interactive: Find weights for a point	2015-06-11T15:10:22Z	2	0
5904379997716480	Combat test	2015-06-21T19:41:22Z	2	0
5961012306640896	Rigging Knick Knack's face dev	2016-02-09T09:22:32Z	2	2
5963147935744000	Programs of interest	2015-02-26T22:21:45Z	2	0
5964280677662720	Arranging a scene - rotation	2015-07-30T12:29:14Z	2	2
6009138707431424	Spin-off of "Celbasius Galaxy Explorer"	2014-06-29T17:20:46Z	2	0
6012455711408128	Make a molecule	2014-07-13T17:57:50Z	2	1
6042254868873216	Rigging Project (old)	2016-01-19T10:21:36Z	2	0
6071809471676416	Animation 1c	2015-02-26T16:09:45Z	2	0
6111753714794496	Parabolic Curve (constrained)	2014-02-12T19:45:09Z	2	0
6112826890518528	Parametric equation for a line	2015-07-03T12:14:34Z	2	1
6129031723089920	Spin-off of "Parabolic interpolation"	2015-05-06T11:06:20Z	2	0
6136145665196032	Spin-off of "Mass-spring system 2"	2015-11-02T17:42:24Z	2	1
6141345988345856	SIRS model of an epidemic	2014-10-17T17:06:48Z	2	0
6191522627715072	Exploring Ellipses	2014-08-05T17:56:41Z	2	1
6303960342331392	Casting actors for exercise	2016-06-02T14:45:37Z	2	1
6325602605727744	Spin-off of "Project: Curling, crawling, circling creatures"	2016-08-05T10:36:12Z	2	0
6339275751292928	Final shape	2015-10-16T16:56:48Z	2	0
6341362535759872	Metaball contours	2016-06-17T15:26:03Z	2	0
6414481970167808	Contain points	2013-12-31T23:34:34Z	2	1
6420248265752576	Area of a circle	2013-12-18T13:54:16Z	2	1
6446820114300928	deCasteljau with equations	2015-09-05T20:53:37Z	2	1
6479618806775808	Image test	2015-05-26T15:57:08Z	2	1
6505155228073984	Matrix transformations	2014-11-06T22:58:10Z	2	0
6513688115806208	What is DNA?	2015-08-01T21:43:11Z	2	0
6564164641882112	Distribute points	2016-02-26T11:11:26Z	2	4
6580498798608384	Genesis effect	2016-06-16T13:24:29Z	2	0
6581594599849984	3D plot	2016-08-16T08:54:31Z	2	2
6585202158731264	Fraction game	2015-09-23T21:13:54Z	2	2
6601698440642560	Spin-off of "Play Set!"	2014-08-17T13:57:21Z	2	1
6670728682668032	Smooth polygon	2016-01-23T13:04:39Z	2	1
6681847714414592	Spin-off of "Camera test 3"	2016-07-15T12:29:02Z	2	2
6717976967774208	Rounded polygon 2	2016-01-29T17:38:51Z	2	2
6722027973115904	2D Ray tracing intuition	2015-06-17T09:28:18Z	2	0
6733310414422016	Rigging a snowman 1 (building the body)	2016-02-16T21:40:06Z	2	0
6751766463643648	Animation with parabolic interpolation (2 avars)	2015-03-15T10:45:53Z	2	1
5765418666	Tabela de combinações	2016-06-01T10:36:01Z	2	0
5855331608	Interativo: crie sua própria forma	2016-06-10T21:41:32Z	2	6
4849727170412544	Rotating box	2014-01-11T23:13:08Z	2	0
1945703917	Lunar eclipse	2013-09-02T19:32:23Z	1	1
1122146372	Graph worse-case times for primality test	2012-11-05T23:22:41Z	1	0
1184626803	Chain Rule	2012-11-30T17:13:12Z	1	1
1206892058	3D DNA backbone	2012-12-07T23:35:30Z	1	1
1251227753	Buccoli	2012-12-27T00:49:31Z	1	1
1335590189	Guess the coin dev	2013-02-12T00:16:31Z	1	1
1517533273	Interacting magnet test	2013-04-04T17:39:40Z	1	0
1706218024	Animated spout	2013-06-11T10:58:10Z	1	-2
1926454709	Artitrary elliptical orbit	2013-09-18T15:45:19Z	1	2
1938320956	Earth telescope view	2013-09-01T19:36:35Z	1	1
1969683682	Circle orbit test	2013-11-14T15:17:49Z	1	0
2101282775	Orbits of Earth and Mars	2013-10-01T14:29:42Z	1	1
2182699224	Sun	2013-10-08T12:54:11Z	1	-2
2219443045	The orbit of Mars	2013-10-15T13:14:50Z	1	0
2929505741	Pinhole camera with two spheres (3D)	2016-03-01T16:48:57Z	1	1
2932517168	Pinhole camera with two circles (ray-tracing)	2016-03-01T10:42:26Z	1	1
3018788800	Pinhole camera with two circles (ray-tracing image)	2016-04-21T14:38:33Z	1	1
3161991157	Spin-off of "Compact Rigging UI"	2016-03-05T23:21:58Z	1	0
3184907481	2D noise	2016-05-17T15:53:50Z	1	2
3215708562	Caesar cipher decryption	2016-03-08T12:01:32Z	1	2
3217044469	Line graph intuition	2016-04-19T13:37:58Z	1	2
3726790311	Per-pixel Voronoi diagram with colour variation	2016-05-18T14:52:39Z	1	0
3734326277	Raytrace cone	2016-03-24T16:27:00Z	1	0
3935249054	Interactive pinhole diagram	2016-07-20T13:56:49Z	1	3
3965408823	Interactive pinhole diagram 2	2016-03-31T16:43:30Z	1	1
3969448434	Lens example	2016-07-19T17:38:12Z	1	3
3975308498	Spin-off of "Line Intersection"	2016-03-31T21:26:31Z	1	1
3990369439	Interactive lens diagram	2016-07-21T16:50:31Z	1	1
4028742138	Hex tile	2016-04-08T22:36:14Z	1	1
4045616764	Spin-off of "Hex tile"	2016-04-09T09:02:40Z	1	0
4126828884	Light bouncing	2016-04-14T13:09:05Z	1	1
4229168218	Spin-off of "Table of combinations"	2016-04-07T09:51:11Z	1	4
4246449334	Spin-off of "Hex grid"	2016-04-08T09:04:36Z	1	0
4277351076	Lens example with interactive rays	2016-04-08T15:35:32Z	1	0
4278179072	Lens example with interactive ray	2016-04-10T10:19:42Z	1	1
4510061904	Lens interactive	2016-07-27T14:24:30Z	1	0
4527296920	Pinhole camera simulation	2016-07-22T10:52:31Z	1	2
4705055060	Line-ellipse intersection	2016-04-20T12:56:46Z	1	0
4721846296	Sim world 2	2016-04-24T16:31:52Z	1	0
4805227635	1D noise exercise	2016-04-24T16:10:30Z	1	1
4851427570	Raytracing triangle	2016-04-25T09:53:47Z	1	0
4912168077	Test diagram	2016-04-26T15:21:23Z	1	0
4935878964	1D fractal noise matching	2016-04-27T15:04:14Z	1	0
4960944252	2D noise exercise	2016-05-17T15:54:57Z	1	0
4974685128	Spin-off of "Weak law of large numbers"	2016-04-28T20:47:37Z	1	0
4977008213	Big Rigging	2016-04-28T21:36:00Z	1	0
5144447938	Intersection test	2016-05-06T08:10:57Z	1	1
5494848627	Spin-off of "Intersection with plane and ray"	2016-05-18T13:47:01Z	1	0
5742972327	Spin-off of "Smooth particle hydrodynamics"	2016-05-26T15:35:17Z	1	0
5786654766	Draggable polygons	2016-05-27T20:56:14Z	1	1
5846635060	Construção de curvas usando interpolação linear repetida	2016-06-15T17:47:57Z	1	194
5854060487	Draggable polygons 2	2016-05-27T22:20:09Z	1	0
5920838284	Traçado de raios	2016-06-01T22:12:59Z	1	0
5921806575	Salvar sua animação	2016-06-15T17:50:22Z	1	0
5928311440	Spin-off of "Lighting a sphere - pool ball"	2016-06-01T22:13:26Z	1	0
5962241097	Metaball	2016-06-01T15:39:25Z	1	0
6013875296	Cálculo de Elencos	2016-06-02T14:50:17Z	1	1
6020390167	Intuição de média ponderada	2016-06-08T17:47:40Z	1	0
6128466915	Vectors	2016-07-11T13:26:27Z	1	3
6142122579	Spin-off of "Click a button, any button..."	2016-06-09T17:04:26Z	1	1
6166198583	Spin-off of "Biohazard sign"	2016-06-10T13:35:43Z	1	0
6177506990	Contours for exercise	2016-07-10T14:05:19Z	1	2
4504946093064192	Multiple Transformations #3	2015-04-01T15:45:42Z	1	2
4524763685978112	Interactive: Computing the touching point	2015-08-25T13:47:54Z	1	0
4536755234799616	Translation	2014-11-19T20:05:35Z	1	2
4553626061242368	Animation test	2015-08-28T12:18:56Z	1	1
4553963278172160	Spin-off of "Pong Extreme (in progress...)"	2014-09-06T11:19:25Z	1	0
4559745746993152	Random network	2014-09-08T17:38:42Z	1	0
4560343020470272	Spin-off of "Riskards" AI test	2015-10-22T09:22:16Z	1	0
4562318244446208	Angle label test	2014-04-09T11:27:30Z	1	0
4576430353678336	Winston Roll	2015-08-15T12:01:16Z	1	0
4580387837837312	Floor	2015-04-10T12:50:39Z	1	0
4589009687674880	Generic PiaB GUI v2	2016-08-07T14:33:50Z	1	0
4592916296237056	Linear bounce	2015-07-29T16:21:49Z	1	0
4602161991647232	Spin-off of "Genesis effect (final)"	2016-07-06T16:35:26Z	1	0
4604741381128192	Spin-off of "Generic PiaB GUI"	2016-08-09T10:59:20Z	1	0
4605491686014976	Lens interactive for exercise	2016-07-29T12:03:55Z	1	0
4613500251275264	Distribute points with jitter	2016-02-16T21:09:10Z	1	0
4631021154467840	Animation with no interpolation (2 avars)	2016-04-13T07:31:59Z	1	1
4641893571231744	Voronoi diagram images for exercises	2016-05-05T15:50:05Z	1	0
4658026058743808	Spin-off of "Line circle intersection"	2016-07-19T09:58:02Z	1	1
4692215132848128	Scaling and translating	2014-11-19T19:49:18Z	1	2
4701708254314496	Iso-contours	2016-06-23T09:59:56Z	1	0
4707443919290368	Ray tracing example gem	2015-04-08T14:37:54Z	1	0
4708277061550080	Constructing an interpolated curve - freeform	2015-05-08T16:24:24Z	1	1
4734965188919296	Animation 3 - cubic interpolation b	2015-04-17T13:47:36Z	1	1
4751614693081088	Simple ray-tracing	2014-12-05T14:15:16Z	1	1
4754148680925184	Motion of a ball	2016-06-21T15:20:29Z	1	1
4755747152199680	Voronoi with variable hue	2016-04-07T13:29:46Z	1	2
4758102842146816	Motion of a ball 2	2016-07-13T15:02:27Z	1	0
4780538236108800	Spin-off of "rop"	2016-02-28T22:06:30Z	1	0
4794594515222528	Animation with linear interpolation (5 avars)	2015-03-15T10:53:13Z	1	0
4802409134424064	Grid	2016-01-20T10:11:36Z	1	0
4823430701645824	Spin-off of "Graph"	2015-07-24T19:49:45Z	1	0
4823962370179072	Multiple Translations and Scaling #3	2015-04-01T20:00:58Z	1	0
4850025386606592	Linear animation	2015-07-29T15:28:22Z	1	1
4875497175121920	xor colours	2015-12-11T14:28:00Z	1	1
4899465836494848	Distribute points with variable density	2016-04-12T14:00:26Z	1	1
4916131957964800	Delaunay triangulation	2016-01-28T13:21:11Z	1	1
4919462617415680	Circle packing	2015-01-30T19:29:16Z	1	2
4939085033897984	Spin-off of "Lens example"	2016-07-29T12:29:12Z	1	2
4959610529382400	Rotating, scaling and translating	2014-11-20T16:21:33Z	1	2
4974325702983680	Distribute points interactive	2016-01-29T16:37:55Z	1	0
4983802292731904	RETIRED: Rigging a snowman 3 (coding deformers)	2015-10-28T12:11:48Z	1	0
4984892707569664	Spin-off of "Vector Subtraction Ray":Sparkler MkI	2014-10-24T21:45:20Z	1	1
5006562541961216	Cubic deCasteljau	2015-03-25T17:22:50Z	1	0
5018351539191808	Perlin noise	2015-12-08T10:44:09Z	1	2
5038574901133312	Spin-off of "Project: Fish Tank" (In progress)	2014-06-16T18:07:47Z	1	1
5039693102710784	Rigging a snowman 5 (adding and updating deformers)	2016-02-03T14:25:38Z	1	0
5049427484344320	Voronoi pixels	2016-01-23T14:47:44Z	1	0
5052020588675072	Spin-off of "Pinhole"	2016-02-29T11:10:26Z	1	1
5056013182959616	Spin-off of "Project: Build-a-House"	2014-01-14T11:50:14Z	1	0
5083920380067840	Interactive deCasteljau construction	2015-07-30T11:05:02Z	1	1
5090843438743552	Bump-map cylinder	2016-02-11T16:46:53Z	1	0
5096499481280512	Casting Characters	2016-08-18T11:31:27Z	1	0
5119189004845056	Ray tracing in 2D v2	2015-02-04T21:36:49Z	1	1
5130645087322112	Spin-off of "Camera controls"	2016-02-17T16:22:41Z	1	0
5133840597385216	Subtended Angle using planet surface	2014-10-01T10:54:03Z	1	1
5191639435313152	deCasteljau	2015-08-25T13:20:44Z	1	6
5217238940385280	Spin-off of "Diplomacy map"	2014-01-11T20:01:06Z	1	1
5219109039112192	Bezier bounce	2015-07-29T15:43:17Z	1	1
5222973411295232	Noise test 2	2015-12-08T14:30:20Z	1	0
